# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_05093	CLUG_05093	CLUT_05093T0	protein_coding	1	0	11	113	0	0	0	0	113	0	0	0	11	0	0	1	0	0	0	0
CLUG_05094	CLUG_05094	CLUT_05094T0	protein_coding	0	12	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	114
CLUG_05095	CLUG_05095	CLUT_05095T0	protein_coding	3	8	11	118	0	0	0	1	71	3	0	0	10	0	0	0	0	0	8	47
CLUG_05096	CLUG_05096	CLUT_05096T0	protein_coding	1	46	2	220	0	0	0	0	98	1	0	0	2	0	0	0	0	0	46	122
CLUG_05097	CLUG_05097	CLUT_05097T0	protein_coding	8	6	6	222	0	1	1	1	135	4	0	0	4	0	1	4	0	0	6	87
CLUG_05098	CLUG_05098	CLUT_05098T0	protein_coding	0	7	0	230	0	0	0	0	95	0	0	0	0	0	0	0	0	0	7	135
CLUG_05099	CLUG_05099	CLUT_05099T0	protein_coding	0	23	4	215	0	0	0	0	88	0	0	0	4	0	0	0	0	0	23	127
CLUG_05100	CLUG_05100	CLUT_05100T0	protein_coding	0	11	0	261	0	0	0	0	125	0	0	0	0	0	0	0	0	0	11	136
CLUG_05101	CLUG_05101	CLUT_05101T0	protein_coding	1	1	9	258	0	0	0	0	133	0	0	0	9	1	0	0	1	0	1	125
CLUG_05102	CLUG_05102	CLUT_05102T0	protein_coding	1	6	2	263	0	0	0	0	135	1	0	0	2	0	0	0	0	0	6	128
CLUG_05103	CLUG_05103	CLUT_05103T0	protein_coding	0	20	5	275	0	0	0	0	146	0	0	0	5	0	0	0	0	0	20	129
CLUG_05104	CLUG_05104	CLUT_05104T0	protein_coding	0	12	5	301	0	0	0	0	135	0	0	0	5	0	0	0	0	0	12	166
CLUG_05105	CLUG_05105	CLUT_05105T0	protein_coding	0	48	5	285	0	0	0	0	136	0	0	0	5	0	0	0	0	0	48	149
CLUG_05106	CLUG_05106	CLUT_05106T0	protein_coding	0	35	6	323	0	0	0	0	156	0	0	0	6	0	0	0	0	0	35	167
CLUG_05107	CLUG_05107	CLUT_05107T0	protein_coding	1	5	3	269	0	0	0	0	156	1	0	0	3	0	0	0	0	0	5	113
CLUG_05108	CLUG_05108	CLUT_05108T0	protein_coding	0	6	0	271	0	0	0	0	113	0	0	0	0	0	0	0	0	0	6	158
CLUG_05109	CLUG_05109	CLUT_05109T0	protein_coding	0	11	0	280	0	0	0	0	107	0	0	0	0	0	0	0	0	0	11	173
CLUG_05110	CLUG_05110	CLUT_05110T0	protein_coding	0	17	15	236	0	0	0	0	150	0	0	0	15	0	0	0	0	0	17	86
CLUG_05111	CLUG_05111	CLUT_05111T0	protein_coding	0	6	5	243	0	0	0	0	95	0	0	0	5	0	0	0	0	0	6	148
CLUG_05112	CLUG_05112	CLUT_05112T0	protein_coding	0	12	1	245	0	0	0	0	123	0	0	0	1	0	0	0	0	0	12	122
CLUG_05113	CLUG_05113	CLUT_05113T0	protein_coding	0	5	4	207	0	0	0	0	99	0	0	0	4	0	0	0	0	0	5	108
CLUG_05114	CLUG_05114	CLUT_05114T0	protein_coding	0	8	0	226	0	0	0	0	96	0	0	0	0	0	0	0	0	0	8	130
CLUG_05115	CLUG_05115	CLUT_05115T0	protein_coding	20	2	3	196	0	0	0	0	86	20	0	0	3	0	0	0	0	0	2	110
CLUG_05116	CLUG_05116	CLUT_05116T0	protein_coding	0	3	8	225	0	1	0	0	123	0	0	0	7	0	0	0	0	0	3	102
CLUG_05117	CLUG_05117	CLUT_05117T0	protein_coding	1	3	6	225	0	0	0	1	103	0	0	0	5	1	0	0	1	0	3	122
CLUG_05118	CLUG_05118	CLUT_05118T0	protein_coding	0	16	2	193	0	0	0	0	96	0	0	0	2	0	0	0	0	0	16	97
CLUG_05119	CLUG_05119	CLUT_05119T0	protein_coding	0	15	0	204	0	0	0	0	127	0	0	0	0	0	0	0	0	0	15	77
CLUG_05120	CLUG_05120	CLUT_05120T0	protein_coding	0	1	1	210	0	0	0	0	102	0	0	0	1	0	0	0	0	0	1	108
CLUG_05121	CLUG_05121	CLUT_05121T0	protein_coding	0	3	0	249	0	0	0	0	88	0	0	0	0	0	0	0	0	0	3	161
CLUG_05122	CLUG_05122	CLUT_05122T0	protein_coding	0	32	2	237	0	0	0	0	84	0	0	0	2	0	0	0	0	0	32	153
CLUG_05123	CLUG_05123	CLUT_05123T0	protein_coding	0	40	12	303	1	0	1	0	167	0	0	0	10	0	0	0	0	0	40	136
CLUG_05124	CLUG_05124	CLUT_05124T0	protein_coding	0	7	1	240	0	0	0	0	98	0	0	0	1	0	0	0	0	0	7	142
CLUG_05125	CLUG_05125	CLUT_05125T0	protein_coding	0	25	4	222	0	0	0	0	116	0	0	0	4	0	0	0	0	0	25	106
CLUG_05126	CLUG_05126	CLUT_05126T0	protein_coding	0	13	3	227	0	0	0	0	131	0	0	0	3	0	0	0	0	0	13	96
CLUG_05127	CLUG_05127	CLUT_05127T0	protein_coding	0	12	3	238	0	0	0	0	95	0	0	0	3	0	0	0	0	0	12	143
CLUG_05128	CLUG_05128	CLUT_05128T0	protein_coding	0	14	1	218	0	0	0	0	118	0	0	0	1	0	0	0	0	0	14	100
CLUG_05129	CLUG_05129	CLUT_05129T0	protein_coding	2	18	10	227	0	0	0	0	101	2	0	0	10	0	0	0	0	0	18	126
CLUG_05130	CLUG_05130	CLUT_05130T0	protein_coding	1	27	8	221	0	0	0	0	145	1	0	0	8	0	0	0	0	0	27	76
CLUG_05131	CLUG_05131	CLUT_05131T0	protein_coding	0	19	3	175	0	0	0	0	124	0	0	0	3	0	0	0	0	0	19	51
CLUG_05132	CLUG_05132	CLUT_05132T0	protein_coding	0	2	1	159	0	0	0	0	87	0	0	0	1	0	0	0	0	0	2	72
CLUG_05133	CLUG_05133	CLUT_05133T0	protein_coding	0	37	7	185	0	0	1	0	76	0	0	0	6	0	0	0	0	0	37	109
CLUG_05134	CLUG_05134	CLUT_05134T0	protein_coding	0	8	0	177	0	0	0	0	68	0	0	0	0	0	0	0	0	0	8	109
CLUG_05135	CLUG_05135	CLUT_05135T0	protein_coding	0	3	2	176	0	0	0	0	101	0	0	0	2	0	0	0	0	0	3	75
CLUG_05136	CLUG_05136	CLUT_05136T0	protein_coding	0	20	6	184	0	0	0	0	108	0	0	0	6	0	0	0	0	0	20	76
CLUG_05137	CLUG_05137	CLUT_05137T0	protein_coding	0	12	4	192	0	0	0	0	103	0	0	0	4	0	0	0	0	0	12	89
CLUG_05138	CLUG_05138	CLUT_05138T0	protein_coding	1	19	1	222	0	0	0	0	146	1	0	0	1	0	0	0	0	0	19	76
CLUG_05139	CLUG_05139	CLUT_05139T0	protein_coding	0	18	2	254	0	0	0	0	104	0	0	0	2	0	0	0	0	0	18	150
CLUG_05140	CLUG_05140	CLUT_05140T0	protein_coding	0	22	3	314	0	0	0	0	162	0	0	0	3	0	0	0	0	0	22	152
CLUG_05141	CLUG_05141	CLUT_05141T0	protein_coding	0	39	10	280	0	0	0	0	127	0	0	0	10	0	0	0	0	0	39	153
CLUG_05142	CLUG_05142	CLUT_05142T0	protein_coding	1	28	2	281	0	0	0	0	116	0	0	0	2	0	0	1	0	0	28	165
CLUG_05143	CLUG_05143	CLUT_05143T0	protein_coding	0	10	0	338	0	0	0	0	160	0	0	0	0	0	0	0	0	0	10	178
CLUG_05144	CLUG_05144	CLUT_05144T0	protein_coding	0	14	2	271	0	0	0	0	97	0	0	0	2	0	0	0	0	0	14	174
CLUG_05145	CLUG_05145	CLUT_05145T0	protein_coding	0	13	4	315	0	0	1	0	146	0	0	0	3	0	0	0	0	0	13	169
CLUG_05146	CLUG_05146	CLUT_05146T0	protein_coding	4	0	18	311	1	0	2	0	170	2	0	0	15	0	0	2	0	0	0	141
CLUG_05147	CLUG_05147	CLUT_05147T0	protein_coding	0	7	0	325	0	0	0	0	147	0	0	0	0	0	0	0	0	0	7	178
CLUG_05148	CLUG_05148	CLUT_05148T0	protein_coding	0	3	2	310	0	0	0	0	157	0	0	0	2	0	0	0	0	0	3	153
CLUG_05149	CLUG_05149	CLUT_05149T0	protein_coding	2	0	7	286	0	0	0	0	151	1	0	0	7	0	0	1	0	0	0	135
CLUG_05150	CLUG_05150	CLUT_05150T0	protein_coding	0	4	2	286	0	0	0	0	135	0	0	0	2	0	0	0	0	0	4	151
CLUG_05151	CLUG_05151	CLUT_05151T0	protein_coding	0	6	0	274	0	0	0	0	126	0	0	0	0	0	0	0	0	0	6	148
CLUG_05152	CLUG_05152	CLUT_05152T0	protein_coding	0	6	0	272	0	0	0	0	122	0	0	0	0	0	0	0	0	0	6	150
CLUG_05153	CLUG_05153	CLUT_05153T0	protein_coding	2	41	9	230	0	0	1	0	136	2	0	0	8	0	0	0	0	0	41	94
CLUG_05154	CLUG_05154	CLUT_05154T0	protein_coding	0	12	4	239	0	0	0	0	116	0	0	0	4	0	0	0	0	0	12	123
CLUG_05155	CLUG_05155	CLUT_05155T0	protein_coding	0	22	4	261	1	0	0	0	108	0	0	0	3	0	0	0	0	0	22	153
CLUG_05156	CLUG_05156	CLUT_05156T0	protein_coding	0	21	3	225	0	0	0	0	118	0	0	0	3	0	0	0	0	0	21	107
CLUG_05157	CLUG_05157	CLUT_05157T0	protein_coding	0	21	11	246	0	0	0	0	110	0	0	0	11	0	0	0	0	0	21	136
CLUG_05158	CLUG_05158	CLUT_05158T0	protein_coding	0	29	2	268	0	0	0	0	123	0	0	0	2	0	0	0	0	0	29	145
CLUG_05159	CLUG_05159	CLUT_05159T0	protein_coding	1	16	3	246	0	0	0	0	119	1	0	0	3	0	0	0	0	0	16	127
CLUG_05160	CLUG_05160	CLUT_05160T0	protein_coding	12	6	12	209	0	2	1	0	110	12	0	0	9	0	0	0	0	0	6	99
CLUG_05161	CLUG_05161	CLUT_05161T0	protein_coding	0	10	0	279	0	0	0	0	158	0	0	0	0	0	0	0	0	0	10	121
CLUG_05162	CLUG_05162	CLUT_05162T0	protein_coding	0	45	18	311	0	0	0	0	117	0	0	0	18	0	0	0	0	0	45	194
CLUG_05163	CLUG_05163	CLUT_05163T0	protein_coding	0	38	17	351	0	0	0	0	121	0	0	0	17	0	0	0	0	0	38	230
CLUG_05164	CLUG_05164	CLUT_05164T0	protein_coding	0	6	1	364	0	0	0	0	172	0	0	0	1	0	0	0	0	0	6	192
CLUG_05165	CLUG_05165	CLUT_05165T0	protein_coding	4	36	8	403	0	0	1	0	158	4	0	0	7	0	0	0	0	0	36	245
CLUG_05166	CLUG_05166	CLUT_05166T0	protein_coding	0	0	0	351	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	178
CLUG_05167	CLUG_05167	CLUT_05167T0	protein_coding	0	0	0	348	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	170
CLUG_05168	CLUG_05168	CLUT_05168T0	protein_coding	0	31	4	327	0	0	0	0	126	0	0	0	4	0	0	0	0	0	31	201
CLUG_05169	CLUG_05169	CLUT_05169T0	protein_coding	1	29	1	329	0	0	0	0	162	1	0	0	1	0	0	0	0	0	29	167
CLUG_05170	CLUG_05170	CLUT_05170T0	protein_coding	0	11	2	318	0	0	0	0	192	0	0	0	2	0	0	0	0	0	11	126
CLUG_05171	CLUG_05171	CLUT_05171T0	protein_coding	2	1	1	322	0	0	0	0	200	2	0	0	1	0	0	0	0	0	1	122
CLUG_05172	CLUG_05172	CLUT_05172T0	protein_coding	0	19	4	341	0	0	0	0	131	0	0	0	4	0	0	0	0	0	19	210
CLUG_05173	CLUG_05173	CLUT_05173T0	protein_coding	2	1	7	255	0	0	0	0	176	2	0	0	7	0	0	0	0	0	1	79
CLUG_05174	CLUG_05174	CLUT_05174T0	protein_coding	0	4	1	260	0	0	0	0	84	0	0	0	1	0	0	0	0	0	4	176
CLUG_05175	CLUG_05175	CLUT_05175T0	protein_coding	0	1	0	204	0	0	0	0	70	0	0	0	0	0	0	0	0	0	1	134
CLUG_05176	CLUG_05176	CLUT_05176T0	protein_coding	0	9	1	177	0	0	0	0	127	0	0	0	1	0	0	0	0	0	9	50
CLUG_05177	CLUG_05177	CLUT_05177T0	protein_coding	8	1	17	152	0	1	1	0	119	7	0	0	15	0	1	0	0	0	1	33
CLUG_05178	CLUG_05178	CLUT_05178T0	protein_coding	0	9	0	141	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	138
CLUG_05179	CLUG_05179	CLUT_05179T0	protein_coding	0	0	0	92	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	89
CLUG_05180	CLUG_05180	CLUT_05180T0	protein_coding	0	0	0	92	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	3
CLUG_05181	CLUG_05181	CLUT_05181T0	protein_coding	0	1	0	73	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	70
CLUG_05182	CLUG_05182	CLUT_05182T0	protein_coding	0	1	2	61	0	0	0	0	59	0	0	0	2	0	0	0	0	0	1	2
CLUG_05183	CLUG_05183	CLUT_05183T0	protein_coding	0	0	0	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	45
CLUG_05184	CLUG_05184	CLUT_05184T0	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
CLUG_05185	CLUG_05185	CLUT_05185T0	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CLUG_05186	CLUG_05186	CLUT_05186T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_05187	CLUG_05187	CLUT_05187T0	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CLUG_05188	CLUG_05188	CLUT_05188T0	protein_coding	0	0	0	29	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1
CLUG_05189	CLUG_05189	CLUT_05189T0	protein_coding	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	83
CLUG_05190	CLUG_05190	CLUT_05190T0	protein_coding	0	4	2	97	0	0	0	0	86	0	0	0	2	0	0	0	0	0	4	11
CLUG_05191	CLUG_05191	CLUT_05191T0	protein_coding	0	4	1	110	0	0	0	0	87	0	0	0	1	0	0	0	0	0	4	23
CLUG_05192	CLUG_05192	CLUT_05192T0	protein_coding	1	5	6	127	0	0	0	0	81	1	0	0	6	0	0	0	0	0	5	46
CLUG_05193	CLUG_05193	CLUT_05193T0	protein_coding	0	10	1	151	0	0	0	0	104	0	0	0	1	0	0	0	0	0	10	47
CLUG_05194	CLUG_05194	CLUT_05194T0	protein_coding	0	3	2	161	0	0	0	0	109	0	0	0	2	0	0	0	0	0	3	52
CLUG_05195	CLUG_05195	CLUT_05195T0	protein_coding	0	18	4	185	0	1	0	0	109	0	0	0	3	0	0	0	0	0	18	76
CLUG_05196	CLUG_05196	CLUT_05196T0	protein_coding	0	12	4	205	0	0	0	0	96	0	0	0	4	0	0	0	0	0	12	109
CLUG_05197	CLUG_05197	CLUT_05197T0	protein_coding	0	52	14	211	0	0	0	0	110	0	0	0	14	0	0	0	0	0	52	101
CLUG_05198	CLUG_05198	CLUT_05198T0	protein_coding	0	19	6	207	0	0	0	0	108	0	0	0	6	0	0	0	0	0	19	99
CLUG_05199	CLUG_05199	CLUT_05199T0	protein_coding	0	14	7	180	0	0	0	0	73	0	0	0	7	0	0	0	0	0	14	107
CLUG_05200	CLUG_05200	CLUT_05200T0	protein_coding	0	9	8	170	2	1	1	2	61	0	0	0	2	0	0	0	0	0	9	109
CLUG_05201	CLUG_05201	CLUT_05201T0	protein_coding	0	9	3	146	0	0	0	0	41	0	0	0	3	0	0	0	0	0	9	105
CLUG_05202	CLUG_05202	CLUT_05202T0	protein_coding	0	20	1	115	0	0	0	0	18	0	0	0	1	0	0	0	0	0	20	97
CLUG_05203	CLUG_05203	CLUT_05203T0	protein_coding	0	10	3	60	0	0	0	0	57	0	0	0	3	0	0	0	0	0	10	3
CLUG_05204	CLUG_05204	CLUT_05204T0	protein_coding	0	0	0	57	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54
CLUG_05205	CLUG_05205	CLUT_05205T0	protein_coding	0	0	0	39	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	3
CLUG_05206	CLUG_05206	CLUT_05206T0	protein_coding	0	0	0	19	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1
CLUG_05207	CLUG_05207	CLUT_05207T0	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
CLUG_05208	CLUG_05208	CLUT_05208T0	protein_coding	1	0	1	4	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	1
CLUG_05209	CLUG_05209	CLUT_05209T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_05210	CLUG_05210	CLUT_05210T0	protein_coding	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CLUG_05211	CLUG_05211	CLUT_05211T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05212	CLUG_05212	CLUT_05212T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05213	CLUG_05213	CLUT_05213T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_05214	CLUG_05214	CLUT_05214T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_05217	CLUG_05217	CLUT_05217T0	protein_coding	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
CLUG_05218	CLUG_05218	CLUT_05218T0	protein_coding	0	0	0	26	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
CLUG_05219	CLUG_05219	CLUT_05219T0	protein_coding	1	0	0	31	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0
CLUG_05220	CLUG_05220	CLUT_05220T0	protein_coding	3	0	0	33	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	23
CLUG_05221	CLUG_05221	CLUT_05221T0	protein_coding	2	1	0	35	0	0	0	0	9	1	0	0	0	0	0	1	0	0	1	26
CLUG_05222	CLUG_05222	CLUT_05222T0	protein_coding	1	0	2	35	0	0	0	0	6	1	0	0	2	0	0	0	0	0	0	29
CLUG_05223	CLUG_05223	CLUT_05223T0	protein_coding	0	0	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11
CLUG_05224	CLUG_05224	CLUT_05224T0	protein_coding	1	0	0	27	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	11
CLUG_05225	CLUG_05225	CLUT_05225T0	protein_coding	1	0	0	56	0	0	0	0	45	1	0	0	0	0	0	0	0	0	0	11
CLUG_05226	CLUG_05226	CLUT_05226T0	protein_coding	0	0	0	60	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	6
CLUG_05227	CLUG_05227	CLUT_05227T0	protein_coding	1	0	0	56	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	54
CLUG_05228	CLUG_05228	CLUT_05228T0	protein_coding	0	13	3	63	0	0	0	0	60	0	0	0	3	0	0	0	0	0	13	3
CLUG_05229	CLUG_05229	CLUT_05229T0	protein_coding	0	29	2	124	0	0	0	0	17	0	0	0	2	0	0	0	0	0	29	107
CLUG_05230	CLUG_05230	CLUT_05230T0	protein_coding	8	36	38	285	1	0	1	2	196	8	0	0	34	0	0	1	0	0	36	89
CLUG_05231	CLUG_05231	CLUT_05231T0	protein_coding	0	44	28	350	1	1	2	3	117	0	0	0	21	0	0	0	0	0	44	233
CLUG_05232	CLUG_05232	CLUT_05232T0	protein_coding	2	25	39	213	0	0	1	0	190	2	0	0	38	0	0	0	0	0	25	23
CLUG_05233	CLUG_05233	CLUT_05233T0	protein_coding	0	2	3	73	0	0	0	0	1	0	0	0	3	0	0	0	0	0	2	72
CLUG_05234	CLUG_05234	CLUT_05234T0	protein_coding	0	18	14	106	0	1	1	0	54	0	0	0	12	0	0	0	0	0	18	52
CLUG_05235	CLUG_05235	CLUT_05235T0	protein_coding	0	12	6	157	0	0	0	0	99	0	0	0	6	0	0	0	0	0	12	58
CLUG_05236	CLUG_05236	CLUT_05236T0	protein_coding	0	11	5	155	0	0	0	0	57	0	0	0	5	0	0	0	0	0	11	98
CLUG_05237	CLUG_05237	CLUT_05237T0	protein_coding	0	11	1	150	0	0	0	0	56	0	0	0	1	0	0	0	0	0	11	94
CLUG_05238	CLUG_05238	CLUT_05238T0	protein_coding	1	0	2	164	0	0	0	0	72	0	0	0	2	1	0	0	1	0	0	92
CLUG_05239	CLUG_05239	CLUT_05239T0	protein_coding	0	0	0	156	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	73
CLUG_05240	CLUG_05240	CLUT_05240T0	protein_coding	0	27	6	187	0	0	0	0	57	0	0	0	6	0	0	0	0	0	27	130
CLUG_05241	CLUG_05241	CLUT_05241T0	protein_coding	11	26	26	204	0	0	1	0	78	11	0	0	25	0	0	0	0	0	26	126
CLUG_05242	CLUG_05242	CLUT_05242T0	protein_coding	0	21	1	236	0	0	0	0	114	0	0	0	1	0	0	0	0	0	21	122
CLUG_05243	CLUG_05243	CLUT_05243T0	protein_coding	6	1	11	249	0	1	0	0	149	5	0	0	10	0	0	1	0	0	1	100
CLUG_05244	CLUG_05244	CLUT_05244T0	protein_coding	0	16	1	248	0	0	0	0	100	0	0	0	1	0	0	0	0	0	16	148
CLUG_05245	CLUG_05245	CLUT_05245T0	protein_coding	0	39	4	250	0	0	0	0	124	0	0	0	4	0	0	0	0	0	39	126
CLUG_05246	CLUG_05246	CLUT_05246T0	protein_coding	0	13	1	211	0	0	0	0	110	0	0	0	1	0	0	0	0	0	13	101
CLUG_05247	CLUG_05247	CLUT_05247T0	protein_coding	0	21	0	218	0	0	0	0	113	0	0	0	0	0	0	0	0	0	21	105
CLUG_05248	CLUG_05248	CLUT_05248T0	protein_coding	1	23	4	248	0	0	0	0	137	1	0	0	4	0	0	0	0	0	23	111
CLUG_05249	CLUG_05249	CLUT_05249T0	protein_coding	0	18	10	250	0	3	0	0	114	0	0	0	7	0	0	0	0	0	18	136
CLUG_05250	CLUG_05250	CLUT_05250T0	protein_coding	1	0	2	265	0	0	0	0	149	0	0	0	2	0	0	1	0	0	0	116
CLUG_05251	CLUG_05251	CLUT_05251T0	protein_coding	0	1	19	251	0	1	0	2	113	0	0	0	16	0	0	0	0	0	1	138
CLUG_05252	CLUG_05252	CLUT_05252T0	protein_coding	1	7	9	231	0	0	0	3	155	1	0	0	6	0	0	0	0	0	7	76
CLUG_05253	CLUG_05253	CLUT_05253T0	protein_coding	0	0	1	239	0	0	0	0	155	0	0	0	1	0	0	0	0	0	0	84
CLUG_05254	CLUG_05254	CLUT_05254T0	protein_coding	0	10	2	266	0	0	0	0	114	0	0	0	2	0	0	0	0	0	10	152
CLUG_05255	CLUG_05255	CLUT_05255T0	protein_coding	0	2	0	294	0	0	0	0	151	0	0	0	0	1	0	0	0	1	1	143
CLUG_05256	CLUG_05256	CLUT_05256T0	protein_coding	0	0	3	292	0	0	0	0	148	0	0	0	3	0	0	0	0	0	0	144
CLUG_05257	CLUG_05257	CLUT_05257T0	protein_coding	0	3	0	292	0	0	0	0	144	0	0	0	0	0	0	0	0	0	3	148
CLUG_05258	CLUG_05258	CLUT_05258T0	protein_coding	0	2	0	317	0	0	0	0	155	0	0	0	0	0	0	0	0	0	2	162
CLUG_05259	CLUG_05259	CLUT_05259T0	protein_coding	0	37	10	281	0	0	0	0	144	0	0	0	10	0	0	0	0	0	37	137
CLUG_05260	CLUG_05260	CLUT_05260T0	protein_coding	0	45	16	274	0	0	0	0	118	0	0	0	16	0	0	0	0	0	45	156
CLUG_05261	CLUG_05261	CLUT_05261T0	protein_coding	0	9	5	223	0	0	0	0	113	0	0	0	5	0	0	0	0	0	9	110
CLUG_05262	CLUG_05262	CLUT_05262T0	protein_coding	0	4	0	192	0	0	0	0	115	0	0	0	0	0	0	0	0	0	4	77
CLUG_05263	CLUG_05263	CLUT_05263T0	protein_coding	2	1	20	188	0	0	0	0	67	2	0	0	20	0	0	0	0	0	1	121
CLUG_05264	CLUG_05264	CLUT_05264T0	protein_coding	2	1	19	191	0	0	0	0	121	2	0	0	19	0	0	0	0	0	1	70
CLUG_05265	CLUG_05265	CLUT_05265T0	protein_coding	2	4	8	217	0	0	1	0	114	1	0	0	7	1	0	1	0	1	3	103
CLUG_05266	CLUG_05266	CLUT_05266T0	protein_coding	0	2	0	219	0	0	0	0	101	0	0	0	0	0	0	0	0	0	2	118
CLUG_05267	CLUG_05267	CLUT_05267T0	protein_coding	0	22	1	255	0	0	0	0	115	0	0	0	1	1	0	0	0	1	21	140
CLUG_05268	CLUG_05268	CLUT_05268T0	protein_coding	0	15	3	243	0	0	0	0	121	0	0	0	3	0	0	0	0	0	15	122
CLUG_05269	CLUG_05269	CLUT_05269T0	protein_coding	0	15	3	253	0	0	0	0	116	0	0	0	3	0	0	0	0	0	15	137
CLUG_05270	CLUG_05270	CLUT_05270T0	protein_coding	10	61	8	239	0	0	0	1	105	9	0	0	7	2	0	0	2	0	61	134
CLUG_05271	CLUG_05271	CLUT_05271T0	protein_coding	0	22	1	248	0	0	0	0	112	0	0	0	1	0	0	0	0	0	22	136
CLUG_05272	CLUG_05272	CLUT_05272T0	protein_coding	0	84	26	280	0	0	0	0	166	0	0	0	26	0	0	0	0	0	84	114
CLUG_05273	CLUG_05273	CLUT_05273T0	protein_coding	0	11	0	283	0	0	0	0	102	0	0	0	0	0	0	0	0	0	11	181
CLUG_05274	CLUG_05274	CLUT_05274T0	protein_coding	0	0	10	334	0	0	0	0	231	0	0	0	10	0	0	0	0	0	0	103
CLUG_05275	CLUG_05275	CLUT_05275T0	protein_coding	0	18	0	365	0	0	0	0	202	0	0	0	0	0	0	0	0	0	18	163
CLUG_05276	CLUG_05276	CLUT_05276T0	protein_coding	1	16	5	354	0	0	0	0	124	0	0	0	5	0	1	0	0	0	16	230
CLUG_05277	CLUG_05277	CLUT_05277T0	protein_coding	1	5	1	319	0	0	0	0	115	1	0	0	1	0	0	0	0	0	5	204
CLUG_05278	CLUG_05278	CLUT_05278T0	protein_coding	0	13	5	353	0	0	0	0	151	0	0	0	5	0	0	0	0	0	13	202
CLUG_05279	CLUG_05279	CLUT_05279T0	protein_coding	12	2	6	264	0	2	0	0	132	11	0	0	4	2	0	0	1	0	2	132
CLUG_05280	CLUG_05280	CLUT_05280T0	protein_coding	0	11	1	275	0	0	0	0	142	0	0	0	1	0	0	0	0	0	11	133
CLUG_05281	CLUG_05281	CLUT_05281T0	protein_coding	11	3	14	227	0	0	1	1	125	11	0	0	12	0	0	0	0	0	3	102
CLUG_05282	CLUG_05282	CLUT_05282T0	protein_coding	0	17	5	290	0	0	0	0	143	0	0	0	5	0	0	0	0	0	17	147
CLUG_05283	CLUG_05283	CLUT_05283T0	protein_coding	1	32	6	292	0	0	0	0	124	0	0	0	6	1	0	0	1	0	32	168
